243.52	241.74	229.06	235.96	237.9	235.72	238.04	236.66	243.64	243.66	247.44	251.26	249.08	250.56	243.62	243.28	250.1	250.88	265.66	265.06	262.54	269.14	276.26	271.62	280.82	275.04	267.62	268.3	265.92	255.78	255.06	258.46	265.82	262.1	262.24	247.52	248.66	243.4	239.52	236.46	229.04	226.92	218.92	221.48	217.9	214.64	213.82	211.18	203.76	205.14	203.26	203.1	203.94	
248.62	250.02	243.28	242	242.96	234.78	240.64	248.08	250.56	252.28	259.62	261.4	259.54	260.7	254.08	260.74	260.66	261.18	273.1	271.02	271.22	277.8	283.74	282.78	289.18	283.9	276.72	281.82	275.08	278.9	272.28	274.14	271.6	261.52	270.14	259.18	256.14	255.96	247.04	242.9	236.2	234.2	228.5	224.84	226.34	225.24	220.08	220.6	216.94	220.3	213.76	211.42	213.34	
256.14	258	249.04	244.8	242.34	246.74	246.4	247.7	253.44	261.12	262.72	270.54	263.28	266.08	271.62	273.66	276.24	280.06	282.8	277.6	283.3	279.82	295.48	298.68	294.9	295.32	291.5	284.72	283.96	282.8	286.32	280.24	286.92	282.16	275.5	272.94	264.04	265.8	254	249.9	249.56	249.18	243.32	240.94	231.66	233.14	224.34	231	226.7	221.76	214.66	218.38	217.98	
267.72	259.58	258.72	252.18	256.56	255.1	256.5	258.8	262.96	270.46	271.7	276.1	271.48	281.32	273.7	283.98	287.54	291.5	290.44	287.42	296.04	292.68	307.54	299.16	295.06	302.4	303.66	296.6	291.38	296.82	287.72	291.5	298.8	292.28	289.56	275.06	276.02	269.3	266.22	259.08	257.82	250.62	247.12	244.48	241.76	237.62	236.06	239.16	232.82	231.22	220.3	224.7	218.06	
275.98	263.74	270.52	265.24	264.62	264.68	266.9	271.14	270.96	278.82	281.56	279.96	285.32	294.08	291.56	300.84	291.4	303.82	300.7	308.84	299.26	315.04	319.44	317.68	312.8	311.36	305.24	312.56	308.5	307.68	311.24	311.92	302.02	297.94	294.9	288.1	280.3	282.62	282	269.24	269.82	263.62	257.02	251.52	250.16	244.98	248.32	240.6	235.9	225.08	236.2	231.14	235.2	
288.04	289.92	284.94	280.7	277.94	277.08	284.42	283.78	282.92	280.98	294.66	289.8	298.32	305.24	309.22	302.24	314.54	310.62	310.36	310.3	312.54	325.26	315.16	324.74	323.22	319.94	317.9	317.42	319.54	319.48	322.7	326.44	326.24	313.3	302.54	305.22	295.26	292.8	288.4	289.76	275.1	271.4	275.7	266.96	267.08	250.28	254.62	246.1	244.78	248.04	240.9	239.92	240.14	
299.68	301.06	290.38	290.36	292.06	291.4	294.2	294.58	294.7	294.06	304.76	310.1	309.06	321.28	318.22	322.06	322.32	328.46	323.18	329	324.84	328.12	333.9	333.82	333.34	333.06	331.88	330.46	337.64	331.04	337.16	335.98	335.44	323.2	319.66	311.26	309.06	307.06	298.64	293.04	288.74	285.4	281.38	278.54	264.62	266.66	258.4	257.84	253.38	256.26	243.56	247.66	247.22	
318.06	314.32	312.18	308.82	310.02	308.24	308.02	312.4	306.18	317.44	317.48	313.92	326.58	335.9	330.1	325.56	332.7	341.24	334.9	334.9	338.32	341.44	347.68	347.7	352.82	352.18	351.7	346	347.1	349.92	346.44	346.54	345.64	338.44	345.94	326.38	317.06	313.36	305.86	307.2	300.48	296.08	288.36	286.16	279.98	260.68	275.9	268.84	260.46	261.42	259.86	260.12	256.78	
329.18	322.74	315.1	315.12	322.5	323.82	324.62	330.7	327.78	333.88	334.94	327.98	334.08	339.92	347.98	347.02	345.36	353.56	352.8	353.5	355.36	360.54	372.84	374.48	375.86	372.04	364.92	365.6	360.92	365.36	362.06	358.8	354.38	354.46	350.16	346.18	341.9	326.6	324.88	320.68	314.7	303.12	296.84	292.04	293.24	282.14	280.8	273.12	272.22	266.06	270.2	270.8	269.32	
342.42	333.12	333.76	335.36	334.16	333.38	336.5	342.06	339	342.3	343.6	340.74	349.56	353.96	358.56	364.84	359.32	371.74	361.7	366.7	362.16	373.54	384.7	391.54	398.12	389.5	380.92	393.62	385.62	382.56	378.6	373.74	353.88	365.48	365.7	362.02	350.56	343.22	337.5	331.22	321.9	316.26	309.86	308.2	302.34	294.92	288.26	280.14	283.3	289.78	288.5	280.94	278.12	
