265.32	260.84	253.44	247.36	252.12	248.82	253.88	255.36	260.16	254.4	260.82	265.22	265.26	268.44	264.32	266.8	266.94	272.1	282.48	283.12	285.58	285.86	294.12	290.12	295.54	300.02	280.04	290.44	284.76	280.64	279.38	278.28	284.9	280.4	276.02	272.4	263.58	262	262.02	254.9	248.78	241.54	235.44	235.5	232.14	232.4	223.48	229.66	208.8	224.86	222.42	227.38	220.92	
265.02	256.9	262.72	258.08	254.78	248.84	258.72	256.66	268.44	276.78	276.1	281.24	272.58	273.82	278	276.08	280.92	284.2	284.92	292.74	291.32	294.62	294.4	307.56	311.52	300.46	295.4	300.54	295.42	290	294.56	294.04	289.98	283.48	286.86	279.6	278.72	278.3	265.62	264.28	256	254	249.8	238.46	245.66	234.22	237.62	234.7	231.3	233.06	231.36	224.82	231.86	
273.8	274.74	268.56	262.3	259.02	260.4	264.28	271.58	267.74	277.6	281.52	284.78	282.48	283.34	290.96	288.66	293.9	291.18	298.64	300.08	301.88	301.7	313.98	311.74	310.92	313.4	310.74	305.8	304.62	300.44	306.72	297.6	302.64	302.34	301.1	294.8	282.2	282.1	278.98	271.12	267.84	255.18	257.58	257	254.98	251.16	248.16	243.8	243.66	236.24	237.8	235.9	234.64	
288.3	277.74	276.78	269.5	271.56	273.8	270.66	272.36	273.32	288.14	288.78	292.78	290.24	296.68	293.28	301.88	305.14	305.32	305.66	306.42	318.88	313	317.54	311.96	309.46	316.58	318.26	316.84	308.12	310.2	301.74	314.5	322.16	310.94	304.44	296.1	292.08	285.7	289.22	277.56	272.58	274.2	269.32	260.4	255.96	249.04	255.6	251.14	249.3	244.02	243.42	242.04	242.24	
289.58	285.42	286.6	287.48	281.34	278.72	275.96	283.46	291.3	289.14	294.56	300.56	304.64	309.3	309.02	316.46	311.3	316.5	323.62	319.88	323.14	326.82	333.54	330.02	332.68	332.5	326.08	326.8	324.62	329.66	326.72	334.96	329.24	319.4	307.48	309.56	305.8	300.08	296.46	289.64	284.56	283.14	273.48	271.38	268.72	264.52	259.6	257.56	256.6	249.68	257.82	253.72	249.66	
307.8	304.64	302.22	294.2	294.58	299.16	293.76	294.16	297.78	301.34	305.52	307	312.38	323.84	323.58	318.6	331.54	333.94	328.72	330.68	336.14	342.04	331.86	334.54	340.36	339.32	340.32	341	338.66	333.96	345.9	343.42	347.02	340.7	323.08	318.82	319.96	306.48	313.62	302.34	295.2	283.82	286.66	281.32	277.42	264.7	268.06	267.06	267.82	265.22	264.64	262.06	259.48	
315.7	313.02	306.78	309.54	309.88	309.88	304.7	312.26	316.52	311.28	323.52	325.88	330.38	331.98	332.74	340.18	341.86	345.94	343.4	344.92	339.7	348.96	350.68	351.3	356.56	352.44	347.6	351.58	346.04	353.7	352.34	352.3	349.12	347.44	337.88	327.76	329.32	324.48	319.2	312.5	309.46	301.84	300.68	288.54	287.28	281.24	277.4	276.78	273.66	266.94	265.82	269.84	268.26	
334.22	327.02	328.32	326.64	326.9	328.32	327.76	323.34	320.66	329.96	342.02	337.12	340.28	351.4	349.92	350.68	353.16	355.42	352.4	354.58	354.66	361.02	369.18	370.92	370.5	374.48	362.52	353.94	364.08	362.86	366.38	365.1	361.26	360.64	352.76	352.22	341.58	331.5	329.4	324.36	318.86	309	306.48	304.46	296.94	287.5	292.98	290.56	285.34	278.56	281.2	275.36	276.98	
349.7	343.26	336.78	331.86	343.88	344.44	341.28	338.34	346.28	351.44	347.9	349.9	347.46	359.42	358.78	367.24	367.4	369.46	369.3	367.24	373.44	377.88	386.26	390.86	391.76	399.52	375.76	378.88	377.28	374.74	382.7	379.64	380.06	376.4	370.78	362.92	358.08	349.08	341.8	343.4	330.64	322.02	313.56	319.44	308.7	303.08	296.46	289.92	291.18	283.8	292.06	287.64	285.36	
360.38	357.76	355.66	353.52	350.92	350.04	354.88	352.7	356.98	358.36	358	357.38	360.46	373.36	378.46	377.58	377.18	383.4	382.9	381.12	375.42	393.04	399.48	403.92	410.4	400.62	403.66	404.24	396.64	397.16	396.56	390.72	377.92	389.14	384.22	390.8	374.54	366.52	360.76	347.06	343.78	328.36	321.62	325.42	318.88	312.84	308.64	299.86	306.68	296.78	306.76	300.18	300.86	
376.5	373.02	367.84	368.5	374.12	374.38	367.76	372.58	375.16	367.22	364.26	372.44	371.3	369.98	385.02	384	387.6	396.44	400.6	403.92	403.78	409.08	426.12	429.98	437.9	438.42	424.3	426.92	420.98	412.12	414.36	414.1	410.08	402.38	403.24	402.3	397.02	379.96	371.98	366.02	354.44	340.4	335.52	332.98	333.92	331.96	315.46	315.52	314.98	320.16	314.68	309.2	307.82	
399.26	400.34	397.76	394.7	397.16	396.28	395.26	398.5	397.16	392.34	391.84	394.74	397.8	393.88	404.2	416.36	417.02	417.02	419.8	429.14	426.4	454	455.08	460.66	469.18	463.2	466.66	458.9	459.68	451.02	451.1	445.96	446.28	444.86	438.26	436.42	420.46	415.16	404.18	395.42	378.08	364.44	361.64	357.7	355.86	345.46	341.02	335.88	323.14	333.38	319.46	330.96	323.4	
